tag,t,label,occupancy,top_row,spread,head_mm,dist_mm,slump,recline,drowsy,nod_rate,phi,delta
,1793.157,UPRIGHT,0.3192,0.0000,0.6341,211.0,-34.2,0.000,0.000,0.000,0.00,1.000,0.000
,1793.164,UPRIGHT,0.3192,0.0000,0.6341,211.0,-34.2,0.000,0.000,0.000,0.00,1.000,0.000
,1793.168,UPRIGHT,0.3192,0.0000,0.6341,211.0,-34.2,0.000,0.000,0.000,0.00,1.000,0.000
,1793.172,UPRIGHT,0.3192,0.0000,0.6341,211.0,-34.2,0.000,0.000,0.000,0.00,1.000,0.000
,1793.180,UPRIGHT,0.3192,0.0000,0.6341,211.0,-34.2,0.000,0.000,0.000,0.00,1.000,0.000
,1793.184,UPRIGHT,0.3192,0.0000,0.6341,211.0,-34.2,0.000,0.000,0.000,0.00,1.000,0.000
,1793.188,UPRIGHT,0.3192,0.0000,0.6341,211.0,-34.2,0.000,0.000,0.000,0.00,1.000,0.000
,1793.196,UPRIGHT,0.3192,0.0000,0.6341,211.0,-34.2,0.000,0.000,0.000,0.00,1.000,0.000
,1793.200,UPRIGHT,0.2271,0.0000,0.6829,348.9,-31.1,0.000,0.000,0.000,0.00,0.000,0.000
,1793.205,UPRIGHT,0.2271,0.0000,0.6829,348.9,-28.1,0.000,0.000,0.000,0.00,1.000,0.000
,1793.209,UPRIGHT,0.2271,0.0000,0.6829,348.9,-28.1,0.000,0.000,0.000,0.00,1.000,0.000
,1793.213,UPRIGHT,0.2271,0.0000,0.6829,348.9,-28.1,0.000,0.000,0.000,0.00,1.000,0.000
,1793.218,UPRIGHT,0.2271,0.0000,0.6829,348.9,-28.1,0.000,0.000,0.000,0.00,1.000,0.000
,1793.222,UPRIGHT,0.2271,0.0000,0.6829,348.9,-28.1,0.000,0.000,0.000,0.00,1.000,0.000
,1793.227,UPRIGHT,0.2271,0.0000,0.6829,348.9,-28.1,0.000,0.000,0.000,0.00,1.000,0.000
,1793.231,UPRIGHT,0.2271,0.0000,0.6829,348.9,-28.1,0.000,0.000,0.000,0.00,1.000,0.000
,1793.236,UPRIGHT,0.2271,0.0000,0.6829,348.9,-28.1,0.000,0.000,0.000,0.00,1.000,0.000
,1793.243,UPRIGHT,0.2271,0.0000,0.6829,348.9,-28.1,0.000,0.000,0.000,0.00,1.000,0.000
,1793.247,UPRIGHT,0.2271,0.0000,0.6829,348.9,-28.1,0.000,0.000,0.000,0.00,1.000,0.000
,1793.258,UPRIGHT,0.2271,0.0000,0.6829,348.9,-28.1,0.000,0.000,0.000,0.00,1.000,0.000
,1793.262,UPRIGHT,0.2271,0.0000,0.6829,348.9,-26.5,0.000,0.000,0.000,0.00,1.000,0.000
,1793.266,UPRIGHT,0.2271,0.0000,0.6829,348.9,-24.9,0.000,0.000,0.000,0.00,1.000,0.000
,1793.273,UPRIGHT,0.2271,0.0000,0.6829,348.9,-24.9,0.000,0.000,0.000,0.00,1.000,0.000
,1793.289,UPRIGHT,0.2271,0.0000,0.6829,348.9,-24.9,0.000,0.000,0.000,0.00,1.000,0.000
,1793.293,UPRIGHT,0.2271,0.0000,0.6829,348.9,-24.9,0.000,0.000,0.000,0.00,1.000,0.000
,1793.298,UPRIGHT,0.2271,0.0000,0.6829,348.9,-24.9,0.000,0.000,0.000,0.00,1.000,0.000
,1793.304,UPRIGHT,0.2271,0.0000,0.6829,348.9,-24.9,0.000,0.000,0.000,0.00,1.000,0.000
,1793.309,UPRIGHT,0.2271,0.0000,0.6829,348.9,-24.9,0.000,0.000,0.000,0.00,1.000,0.000
,1793.314,UPRIGHT,0.2271,0.0000,0.6829,348.9,-24.9,0.000,0.000,0.000,0.00,1.000,0.000
,1793.319,UPRIGHT,0.2271,0.0000,0.6829,348.9,-24.9,0.000,0.000,0.000,0.00,1.000,0.000
,1793.323,UPRIGHT,0.5379,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.000,0.00,0.000,0.000
,1793.328,UPRIGHT,0.5379,0.0000,1.0000,252.0,-21.6,0.000,0.000,0.000,0.00,1.000,0.000
,1793.333,UPRIGHT,0.5379,0.0000,1.0000,252.0,-21.6,0.000,0.000,0.000,0.00,1.000,0.000
,1793.337,UPRIGHT,0.5379,0.0000,1.0000,252.0,-21.6,0.000,0.000,0.000,0.00,1.000,0.000
,1793.341,UPRIGHT,0.5379,0.0000,1.0000,252.0,-21.6,0.000,0.000,0.000,0.00,1.000,0.000
,1793.352,UPRIGHT,0.5379,0.0000,1.0000,252.0,-21.6,0.000,0.000,0.000,0.00,1.000,0.000
,1793.356,UPRIGHT,0.5379,0.0000,1.0000,252.0,-21.6,0.000,0.000,0.000,0.00,1.000,0.000
,1793.361,UPRIGHT,0.5379,0.0000,1.0000,252.0,-21.6,0.000,0.000,0.000,0.00,1.000,0.000
,1793.365,UPRIGHT,0.5379,0.0000,1.0000,252.0,-21.6,0.000,0.000,0.000,0.00,1.000,0.000
,1793.369,UPRIGHT,0.5379,0.0000,1.0000,252.0,-21.6,0.000,0.000,0.000,0.00,1.000,0.000
,1793.374,UPRIGHT,0.5379,0.0000,1.0000,252.0,-21.6,0.000,0.000,0.000,0.00,1.000,0.000
,1793.383,UPRIGHT,0.4832,0.0000,1.0000,252.0,-21.6,0.000,0.000,0.000,0.00,0.000,0.000
,1793.387,UPRIGHT,0.4832,0.0000,1.0000,252.0,-21.6,0.000,0.000,0.000,0.00,1.000,0.000
,1793.399,UPRIGHT,0.4832,0.0000,1.0000,252.0,-21.6,0.000,0.000,0.000,0.00,1.000,0.000
,1793.403,UPRIGHT,0.4832,0.0000,1.0000,252.0,-21.6,0.000,0.000,0.000,0.00,1.000,0.000
,1793.408,UPRIGHT,0.4832,0.0000,1.0000,252.0,-21.6,0.000,0.000,0.000,0.00,1.000,0.000
,1793.412,UPRIGHT,0.4832,0.0000,1.0000,252.0,-21.6,0.000,0.000,0.000,0.00,1.000,0.000
,1793.416,UPRIGHT,0.4832,0.0000,1.0000,252.0,-21.6,0.000,0.000,0.000,0.00,1.000,0.000
,1793.420,UPRIGHT,0.4832,0.0000,1.0000,252.0,-21.6,0.000,0.000,0.000,0.00,1.000,0.000
,1793.424,UPRIGHT,0.4832,0.0000,1.0000,252.0,-21.6,0.000,0.000,0.000,0.00,1.000,0.000
,1793.431,UPRIGHT,0.4832,0.0000,1.0000,252.0,-20.0,0.000,0.000,0.000,0.00,1.000,0.000
,1793.435,UPRIGHT,0.4832,0.0000,1.0000,252.0,-18.3,0.000,0.000,0.000,0.00,1.000,0.000
,1793.447,UPRIGHT,0.4281,0.0000,1.0000,394.4,-18.3,0.000,0.000,0.000,0.00,0.000,0.000
,1793.451,UPRIGHT,0.4281,0.0000,1.0000,394.4,-18.3,0.000,0.000,0.000,0.00,1.000,0.000
,1793.455,UPRIGHT,0.4281,0.0000,1.0000,394.4,-18.3,0.000,0.000,0.000,0.00,1.000,0.000
,1793.462,UPRIGHT,0.4281,0.0000,1.0000,394.4,-18.3,0.000,0.000,0.000,0.00,1.000,0.000
,1793.467,UPRIGHT,0.4281,0.0000,1.0000,394.4,-18.3,0.000,0.000,0.000,0.00,1.000,0.000
,1793.471,UPRIGHT,0.4281,0.0000,1.0000,394.4,-18.3,0.000,0.000,0.000,0.00,1.000,0.000
,1793.476,UPRIGHT,0.4281,0.0000,1.0000,394.4,-18.3,0.000,0.000,0.000,0.00,1.000,0.000
,1793.480,UPRIGHT,0.4281,0.0000,1.0000,394.4,-18.3,0.000,0.000,0.000,0.00,1.000,0.000
,1793.484,UPRIGHT,0.4281,0.0000,1.0000,394.4,-18.3,0.000,0.000,0.000,0.00,1.000,0.000
,1793.489,UPRIGHT,0.4281,0.0000,1.0000,394.4,-18.3,0.000,0.000,0.000,0.00,1.000,0.000
,1793.509,UPRIGHT,0.4153,0.0000,1.0000,378.0,-14.8,0.000,0.000,0.000,0.00,0.000,0.000
,1793.513,UPRIGHT,0.4153,0.0000,1.0000,378.0,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.518,UPRIGHT,0.4153,0.0000,1.0000,378.0,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.524,UPRIGHT,0.4153,0.0000,1.0000,378.0,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.528,UPRIGHT,0.4153,0.0000,1.0000,378.0,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.533,UPRIGHT,0.4153,0.0000,1.0000,378.0,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.540,UPRIGHT,0.4153,0.0000,1.0000,378.0,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.545,UPRIGHT,0.4153,0.0000,1.0000,378.0,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.549,UPRIGHT,0.4153,0.0000,1.0000,378.0,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.554,UPRIGHT,0.4153,0.0000,1.0000,378.0,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.558,UPRIGHT,0.4153,0.0000,1.0000,378.0,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.572,UPRIGHT,0.4153,0.0000,1.0000,378.0,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.576,UPRIGHT,0.4078,0.0000,1.0000,412.4,-14.8,0.000,0.000,0.000,0.00,0.464,0.000
,1793.581,UPRIGHT,0.4078,0.0000,1.0000,412.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.585,UPRIGHT,0.4078,0.0000,1.0000,412.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.602,UPRIGHT,0.4078,0.0000,1.0000,412.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.607,UPRIGHT,0.4078,0.0000,1.0000,412.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.611,UPRIGHT,0.4078,0.0000,1.0000,412.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.615,UPRIGHT,0.4078,0.0000,1.0000,412.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.620,UPRIGHT,0.4078,0.0000,1.0000,412.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.624,UPRIGHT,0.4078,0.0000,1.0000,412.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.629,UPRIGHT,0.4078,0.0000,1.0000,412.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.634,UPRIGHT,0.4078,0.0000,1.0000,412.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.639,UPRIGHT,0.4078,0.0000,1.0000,412.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.649,UPRIGHT,0.4078,0.0000,1.0000,412.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.654,UPRIGHT,0.4078,0.0000,1.0000,412.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.666,UPRIGHT,0.4078,0.0000,1.0000,412.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.670,UPRIGHT,0.4078,0.0000,1.0000,412.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.681,UPRIGHT,0.4078,0.0000,1.0000,412.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.685,UPRIGHT,0.4078,0.0000,1.0000,412.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.690,UPRIGHT,0.4078,0.0000,1.0000,412.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.694,UPRIGHT,0.4078,0.0000,1.0000,412.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.700,UPRIGHT,0.4211,0.0000,1.0000,412.4,-14.8,0.000,0.000,0.000,0.00,0.250,0.000
,1793.704,UPRIGHT,0.4211,0.0000,1.0000,412.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.709,UPRIGHT,0.4211,0.0000,1.0000,412.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.713,UPRIGHT,0.4211,0.0000,1.0000,412.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.718,UPRIGHT,0.4211,0.0000,1.0000,412.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.722,UPRIGHT,0.4211,0.0000,1.0000,412.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.727,UPRIGHT,0.4211,0.0000,1.0000,412.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.732,UPRIGHT,0.4211,0.0000,1.0000,412.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.736,UPRIGHT,0.4211,0.0000,1.0000,412.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.740,UPRIGHT,0.4211,0.0000,1.0000,412.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.744,UPRIGHT,0.4211,0.0000,1.0000,412.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.749,UPRIGHT,0.4211,0.0000,1.0000,412.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.753,UPRIGHT,0.4211,0.0000,1.0000,412.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.758,UPRIGHT,0.4211,0.0000,1.0000,412.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.762,UPRIGHT,0.3563,0.0000,1.0000,394.4,-14.8,0.000,0.000,0.000,0.00,0.000,0.000
,1793.767,UPRIGHT,0.3563,0.0000,1.0000,394.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.774,UPRIGHT,0.3563,0.0000,1.0000,394.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.779,UPRIGHT,0.3563,0.0000,1.0000,394.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.783,UPRIGHT,0.3563,0.0000,1.0000,394.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.787,UPRIGHT,0.3563,0.0000,1.0000,394.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.791,UPRIGHT,0.3563,0.0000,1.0000,394.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.806,UPRIGHT,0.3563,0.0000,1.0000,394.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.810,UPRIGHT,0.3563,0.0000,1.0000,394.4,-14.8,0.000,0.000,0.000,0.00,1.000,0.000
,1793.814,UPRIGHT,0.3563,0.0000,1.0000,394.4,-3.9,0.000,0.000,0.000,0.00,1.000,0.000
,1793.819,UPRIGHT,0.3563,0.0000,1.0000,394.4,-3.9,0.000,0.000,0.000,0.00,1.000,0.000
,1793.836,UPRIGHT,0.3893,0.2195,0.7805,348.9,-3.9,0.000,0.000,0.000,0.00,0.000,0.000
,1793.842,UPRIGHT,0.3893,0.2195,0.7805,348.9,-3.9,0.002,0.000,0.000,0.00,0.998,0.002
,1793.847,UPRIGHT,0.3893,0.2195,0.7805,348.9,-3.9,0.003,0.000,0.000,0.00,0.997,0.003
,1793.851,UPRIGHT,0.3893,0.2195,0.7805,348.9,2.1,0.004,0.000,0.000,0.00,0.996,0.004
,1793.856,UPRIGHT,0.3893,0.2195,0.7805,348.9,8.1,0.006,0.000,0.000,0.00,0.995,0.005
,1793.867,UPRIGHT,0.3893,0.2195,0.7805,348.9,8.1,0.009,0.000,0.000,0.00,0.992,0.008
,1793.872,UPRIGHT,0.3893,0.2195,0.7805,348.9,8.1,0.010,0.000,0.000,0.00,0.991,0.009
,1793.876,UPRIGHT,0.3893,0.2195,0.7805,348.9,8.1,0.011,0.000,0.000,0.00,0.989,0.011
,1793.881,UPRIGHT,0.3893,0.2195,0.7805,348.9,8.1,0.012,0.000,0.000,0.00,0.988,0.012
,1793.885,UPRIGHT,0.3893,0.2195,0.7805,348.9,8.1,0.014,0.000,0.000,0.00,0.987,0.013
,1793.889,UPRIGHT,0.3893,0.2195,0.7805,348.9,82.1,0.011,0.000,0.000,0.00,0.990,0.010
,1793.899,UPRIGHT,0.3893,0.2195,0.7805,348.9,82.1,0.013,0.001,0.000,0.00,0.988,0.012
,1793.903,UPRIGHT,0.3893,0.2195,0.7805,348.9,82.1,0.013,0.002,0.000,0.00,0.987,0.013
,1793.907,UPRIGHT,0.3893,0.2195,0.7805,348.9,82.1,0.014,0.002,0.000,0.00,0.987,0.013
,1793.914,UPRIGHT,0.3893,0.2195,0.7805,348.9,82.1,0.016,0.003,0.000,0.00,0.985,0.015
,1793.918,UPRIGHT,0.3893,0.2195,0.7805,348.9,82.1,0.016,0.003,0.000,0.00,0.984,0.016
,1793.922,UPRIGHT,0.3893,0.2195,0.7805,348.9,82.1,0.017,0.004,0.000,0.00,0.984,0.016
,1793.929,UPRIGHT,0.3893,0.2195,0.7805,348.9,82.1,0.019,0.005,0.000,0.00,0.982,0.018
,1793.934,UPRIGHT,0.3893,0.2195,0.7805,348.9,82.1,0.020,0.005,0.000,0.00,0.981,0.019
,1793.938,UPRIGHT,0.3893,0.2195,0.7805,348.9,82.1,0.020,0.005,0.000,0.00,0.981,0.019
,1793.945,UPRIGHT,0.3893,0.2195,0.7805,348.9,82.1,0.022,0.006,0.000,0.00,0.979,0.021
,1793.949,UPRIGHT,0.5097,0.0000,1.0000,329.9,82.1,0.000,0.007,0.000,0.00,0.000,0.003
,1793.953,UPRIGHT,0.5097,0.0000,1.0000,329.9,82.1,0.000,0.007,0.000,0.00,0.997,0.003
,1793.960,UPRIGHT,0.5097,0.0000,1.0000,329.9,82.1,0.000,0.008,0.000,0.00,0.996,0.004
,1793.964,UPRIGHT,0.5097,0.0000,1.0000,329.9,82.1,0.000,0.008,0.000,0.00,0.996,0.004
,1793.968,UPRIGHT,0.5097,0.0000,1.0000,329.9,82.1,0.000,0.009,0.000,0.00,0.996,0.004
,1793.976,UPRIGHT,0.5097,0.0000,1.0000,329.9,82.1,0.000,0.010,0.000,0.00,0.996,0.004
,1793.980,UPRIGHT,0.5097,0.0000,1.0000,329.9,82.1,0.000,0.010,0.000,0.00,0.995,0.005
,1793.984,UPRIGHT,0.5097,0.0000,1.0000,329.9,82.1,0.000,0.011,0.000,0.00,0.995,0.005
,1793.991,UPRIGHT,0.5097,0.0000,1.0000,329.9,82.1,0.000,0.011,0.000,0.00,0.995,0.005
,1794.007,UPRIGHT,0.5097,0.0000,1.0000,329.9,82.1,0.000,0.013,0.000,0.00,0.994,0.006
,1794.013,UPRIGHT,0.5340,0.0000,1.0000,336.0,82.1,0.000,0.014,0.000,0.00,0.000,0.006
,1794.018,UPRIGHT,0.5340,0.0000,1.0000,336.0,82.1,0.000,0.014,0.000,0.00,0.993,0.007
,1794.039,UPRIGHT,0.5340,0.0000,1.0000,336.0,82.1,0.000,0.017,0.000,0.00,0.992,0.008
,1794.047,UPRIGHT,0.5340,0.0000,1.0000,336.0,82.1,0.000,0.018,0.000,0.00,0.992,0.008
,1794.053,UPRIGHT,0.5340,0.0000,1.0000,336.0,82.1,0.000,0.018,0.000,0.00,0.992,0.008
,1794.070,UPRIGHT,0.4537,0.0000,1.0000,324.0,82.1,0.000,0.020,0.000,0.00,0.000,0.009
,1794.078,UPRIGHT,0.4537,0.0000,1.0000,324.0,82.1,0.000,0.021,0.000,0.00,0.990,0.010
,1794.083,UPRIGHT,0.4537,0.0000,1.0000,324.0,82.1,0.000,0.022,0.000,0.00,0.990,0.010
,1794.088,UPRIGHT,0.4537,0.0000,1.0000,324.0,82.1,0.000,0.022,0.000,0.00,0.990,0.010
,1794.092,UPRIGHT,0.4537,0.0000,1.0000,324.0,82.1,0.000,0.023,0.000,0.00,0.990,0.010
,1794.097,UPRIGHT,0.4537,0.0000,1.0000,324.0,82.1,0.000,0.023,0.000,0.00,0.990,0.010
,1794.101,UPRIGHT,0.4537,0.0000,1.0000,324.0,82.1,0.000,0.024,0.000,0.00,0.989,0.011
,1794.105,UPRIGHT,0.4537,0.0000,1.0000,324.0,82.1,0.000,0.024,0.000,0.00,0.989,0.011
,1794.109,UPRIGHT,0.4537,0.0000,1.0000,324.0,82.1,0.000,0.025,0.000,0.00,0.989,0.011
,1794.113,UPRIGHT,0.4537,0.0000,1.0000,324.0,82.1,0.000,0.025,0.000,0.00,0.989,0.011
,1794.118,UPRIGHT,0.4537,0.0000,1.0000,324.0,82.1,0.000,0.026,0.000,0.00,0.988,0.012
,1794.122,UPRIGHT,0.4537,0.0000,1.0000,324.0,82.1,0.000,0.026,0.000,0.00,0.988,0.012
,1794.127,UPRIGHT,0.4537,0.0000,1.0000,324.0,82.1,0.000,0.027,0.000,0.00,0.988,0.012
,1794.131,UPRIGHT,0.4537,0.0000,1.0000,324.0,82.1,0.000,0.027,0.000,0.00,0.988,0.012
,1794.136,UPRIGHT,0.4537,0.0000,1.0000,324.0,82.1,0.000,0.028,0.000,0.00,0.988,0.012
,1794.140,UPRIGHT,0.4537,0.0000,1.0000,324.0,82.1,0.000,0.028,0.000,0.00,0.987,0.013
,1794.144,UPRIGHT,0.4537,0.0000,1.0000,324.0,82.1,0.000,0.029,0.000,0.00,0.987,0.013
,1794.149,UPRIGHT,0.4537,0.0000,1.0000,324.0,82.1,0.000,0.029,0.000,0.00,0.987,0.013
,1794.153,UPRIGHT,0.4537,0.0000,1.0000,324.0,82.1,0.000,0.030,0.000,0.00,0.987,0.013
,1794.157,UPRIGHT,0.4537,0.0000,1.0000,324.0,82.1,0.000,0.030,0.000,0.00,0.986,0.014
,1794.161,UPRIGHT,0.4537,0.0000,1.0000,324.0,82.1,0.000,0.031,0.000,0.00,0.986,0.014
,1794.166,UPRIGHT,0.4537,0.0000,1.0000,324.0,82.1,0.000,0.031,0.000,0.00,0.986,0.014
,1794.170,UPRIGHT,0.4537,0.0000,1.0000,324.0,82.1,0.000,0.032,0.000,0.00,0.986,0.014
,1794.179,UPRIGHT,0.4537,0.0000,1.0000,324.0,82.1,0.000,0.033,0.000,0.00,0.985,0.015
,1794.184,UPRIGHT,0.4537,0.0000,1.0000,324.0,82.1,0.000,0.033,0.000,0.00,0.985,0.015
,1794.188,UPRIGHT,0.4537,0.0000,1.0000,324.0,82.1,0.000,0.033,0.000,0.00,0.985,0.015
,1794.195,UPRIGHT,0.4537,0.0000,1.0000,324.0,82.1,0.000,0.034,0.000,0.00,0.985,0.015
,1794.199,UPRIGHT,0.7134,0.0000,1.0000,292.6,82.1,0.000,0.035,0.000,0.00,0.000,0.016
,1794.203,UPRIGHT,0.7134,0.0000,1.0000,292.6,82.1,0.000,0.035,0.000,0.00,0.984,0.016
,1794.210,UPRIGHT,0.7134,0.0000,1.0000,292.6,82.1,0.000,0.036,0.000,0.00,0.984,0.016
,1794.215,UPRIGHT,0.7134,0.0000,1.0000,292.6,82.1,0.000,0.037,0.000,0.00,0.984,0.016
,1794.219,UPRIGHT,0.7134,0.0000,1.0000,292.6,82.1,0.000,0.037,0.000,0.00,0.983,0.017
,1794.225,UPRIGHT,0.7134,0.0000,1.0000,292.6,82.1,0.000,0.038,0.000,0.00,0.983,0.017
,1794.230,UPRIGHT,0.7134,0.0000,1.0000,292.6,82.1,0.000,0.038,0.000,0.00,0.983,0.017
,1794.235,UPRIGHT,0.7134,0.0000,1.0000,292.6,82.1,0.000,0.039,0.000,0.00,0.983,0.017
,1794.239,UPRIGHT,0.7134,0.0000,1.0000,292.6,82.1,0.000,0.039,0.000,0.00,0.982,0.018
,1794.244,UPRIGHT,0.7134,0.0000,1.0000,292.6,82.1,0.000,0.040,0.000,0.00,0.982,0.018
,1794.248,UPRIGHT,0.7134,0.0000,1.0000,292.6,82.1,0.000,0.040,0.000,0.00,0.982,0.018
,1794.257,UPRIGHT,0.7134,0.0000,1.0000,292.6,82.1,0.000,0.041,0.000,0.00,0.981,0.019
,1794.262,UPRIGHT,0.4912,0.0000,1.0000,200.0,82.1,0.000,0.042,0.000,0.00,0.000,0.019
,1794.266,UPRIGHT,0.4912,0.0000,1.0000,200.0,82.1,0.000,0.042,0.000,0.00,0.981,0.019
,1794.272,UPRIGHT,0.4912,0.0000,1.0000,200.0,82.1,0.000,0.043,0.000,0.00,0.981,0.019
,1794.288,UPRIGHT,0.4912,0.0000,1.0000,200.0,82.1,0.000,0.045,0.000,0.00,0.980,0.020
,1794.293,UPRIGHT,0.4912,0.0000,1.0000,200.0,82.1,0.000,0.045,0.000,0.00,0.980,0.020
,1794.297,UPRIGHT,0.4912,0.0000,1.0000,200.0,82.1,0.000,0.046,0.000,0.00,0.979,0.021
,1794.301,UPRIGHT,0.4912,0.0000,1.0000,200.0,82.1,0.000,0.046,0.000,0.00,0.979,0.021
,1794.306,UPRIGHT,0.4912,0.0000,1.0000,200.0,82.1,0.000,0.047,0.000,0.00,0.979,0.021
,1794.310,UPRIGHT,0.4912,0.0000,1.0000,200.0,82.1,0.000,0.047,0.000,0.00,0.979,0.021
,1794.319,UPRIGHT,0.4912,0.0000,1.0000,200.0,82.1,0.000,0.048,0.000,0.00,0.978,0.022
,1794.323,UPRIGHT,0.5450,0.0000,1.0000,200.0,82.1,0.000,0.049,0.000,0.00,0.000,0.022
,1794.327,UPRIGHT,0.5450,0.0000,1.0000,200.0,82.1,0.000,0.049,0.000,0.00,0.978,0.022
,1794.331,UPRIGHT,0.5450,0.0000,1.0000,200.0,82.1,0.000,0.050,0.000,0.00,0.978,0.022
,1794.335,UPRIGHT,0.5450,0.0000,1.0000,200.0,82.1,0.000,0.050,0.000,0.00,0.977,0.023
,1794.340,UPRIGHT,0.5450,0.0000,1.0000,200.0,82.1,0.000,0.051,0.000,0.00,0.977,0.023
,1794.350,UPRIGHT,0.5450,0.0000,1.0000,200.0,82.1,0.000,0.052,0.000,0.00,0.977,0.023
,1794.354,UPRIGHT,0.5450,0.0000,1.0000,200.0,82.1,0.000,0.052,0.000,0.00,0.977,0.023
,1794.366,UPRIGHT,0.5450,0.0000,1.0000,200.0,82.1,0.000,0.053,0.000,0.00,0.976,0.024
,1794.370,UPRIGHT,0.5450,0.0000,1.0000,200.0,82.1,0.000,0.054,0.000,0.00,0.976,0.024
,1794.375,UPRIGHT,0.5450,0.0000,1.0000,200.0,82.1,0.000,0.055,0.000,0.00,0.975,0.025
,1794.379,UPRIGHT,0.5450,0.0000,1.0000,200.0,82.1,0.000,0.055,0.000,0.00,0.975,0.025
,1794.384,UPRIGHT,0.6001,0.0244,0.9756,218.6,82.1,0.000,0.055,0.000,0.00,0.000,0.025
,1794.388,UPRIGHT,0.6001,0.0244,0.9756,218.6,82.1,0.000,0.056,0.000,0.00,0.975,0.025
,1794.392,UPRIGHT,0.6001,0.0244,0.9756,218.6,82.1,0.000,0.056,0.000,0.00,0.975,0.025
,1794.397,UPRIGHT,0.6001,0.0244,0.9756,218.6,82.1,0.000,0.057,0.000,0.00,0.974,0.026
,1794.402,UPRIGHT,0.6001,0.0244,0.9756,218.6,82.1,0.000,0.058,0.000,0.00,0.974,0.026
,1794.406,UPRIGHT,0.6001,0.0244,0.9756,218.6,82.1,0.000,0.058,0.000,0.00,0.974,0.026
,1794.412,UPRIGHT,0.6001,0.0244,0.9756,218.6,82.1,0.000,0.059,0.000,0.00,0.974,0.026
,1794.416,UPRIGHT,0.6001,0.0244,0.9756,218.6,82.1,0.000,0.059,0.000,0.00,0.973,0.027
,1794.421,UPRIGHT,0.6001,0.0244,0.9756,218.6,69.2,0.000,0.041,0.000,0.00,0.981,0.019
,1794.427,UPRIGHT,0.6001,0.0244,0.9756,218.6,69.2,0.000,0.000,0.000,0.00,1.000,0.000
,1794.431,UPRIGHT,0.6001,0.0244,0.9756,218.6,69.2,0.000,0.000,0.000,0.00,1.000,0.000
