tag,t,label,occupancy,top_row,spread,head_mm,dist_mm,slump,recline,drowsy,nod_rate,phi,delta
,1746.493,BASELINE,0.5785,0.0000,1.0000,302.4,0.0,0.000,0.000,0.000,3.50,0.000,0.000
,1746.498,UPRIGHT,0.5785,0.0000,1.0000,302.4,-9.8,0.000,0.000,0.292,3.50,0.752,0.248
,1746.507,UPRIGHT,0.5785,0.0000,1.0000,302.4,-9.8,0.000,0.000,0.292,3.50,0.752,0.248
,1746.511,UPRIGHT,0.5838,0.0000,1.0000,283.5,-9.8,0.000,0.000,0.292,3.50,0.630,0.248
,1746.516,UPRIGHT,0.5838,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.292,3.50,0.752,0.248
,1746.520,UPRIGHT,0.5838,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.292,3.50,0.752,0.248
,1746.525,UPRIGHT,0.5838,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.292,3.50,0.752,0.248
,1746.530,UPRIGHT,0.5838,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.291,3.50,0.752,0.248
,1746.538,UPRIGHT,0.5838,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.291,3.50,0.752,0.248
,1746.543,UPRIGHT,0.5838,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.291,3.49,0.752,0.248
,1746.553,UPRIGHT,0.5838,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.291,3.49,0.753,0.247
,1746.558,UPRIGHT,0.5838,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.291,3.49,0.753,0.247
,1746.563,UPRIGHT,0.5838,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.291,3.49,0.753,0.247
,1746.567,UPRIGHT,0.5838,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.291,3.49,0.753,0.247
,1746.584,UPRIGHT,0.5802,0.0000,1.0000,283.5,-14.3,0.000,0.000,0.291,3.49,0.631,0.247
,1746.589,UPRIGHT,0.5802,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.290,3.49,0.753,0.247
,1746.593,UPRIGHT,0.5802,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.290,3.48,0.753,0.247
,1746.598,UPRIGHT,0.5802,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.290,3.48,0.753,0.247
,1746.602,UPRIGHT,0.5802,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.290,3.48,0.753,0.247
,1746.615,UPRIGHT,0.5802,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.290,3.48,0.753,0.247
,1746.620,UPRIGHT,0.5802,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.290,3.48,0.754,0.246
,1746.624,UPRIGHT,0.5802,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.290,3.48,0.754,0.246
,1746.631,UPRIGHT,0.5802,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.290,3.48,0.754,0.246
,1746.635,UPRIGHT,0.5802,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.290,3.48,0.754,0.246
,1746.640,UPRIGHT,0.5802,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.290,3.47,0.754,0.246
,1746.645,UPRIGHT,0.5802,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.290,3.47,0.754,0.246
,1746.662,UPRIGHT,0.5802,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.289,3.47,0.754,0.246
,1746.667,UPRIGHT,0.5802,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.289,3.47,0.754,0.246
,1746.672,UPRIGHT,0.5802,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.289,3.47,0.754,0.246
,1746.677,UPRIGHT,0.5802,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.289,3.47,0.754,0.246
,1746.682,UPRIGHT,0.5802,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.289,3.47,0.754,0.246
,1746.687,UPRIGHT,0.5802,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.289,3.47,0.755,0.245
,1746.694,UPRIGHT,0.5802,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.289,3.46,0.755,0.245
,1746.698,UPRIGHT,0.5974,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.289,3.46,0.372,0.245
,1746.709,UPRIGHT,0.5974,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.288,3.46,0.755,0.245
,1746.714,UPRIGHT,0.5974,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.288,3.46,0.755,0.245
,1746.718,UPRIGHT,0.5974,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.288,3.46,0.755,0.245
,1746.723,UPRIGHT,0.5974,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.288,3.46,0.755,0.245
,1746.727,UPRIGHT,0.5974,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.288,3.46,0.755,0.245
,1746.731,UPRIGHT,0.5974,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.288,3.46,0.755,0.245
,1746.735,UPRIGHT,0.5974,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.288,3.46,0.755,0.245
,1746.740,UPRIGHT,0.5974,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.288,3.46,0.755,0.245
,1746.744,UPRIGHT,0.5974,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.288,3.45,0.755,0.245
,1746.748,UPRIGHT,0.5974,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.288,3.45,0.755,0.245
,1746.757,UPRIGHT,0.5974,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.288,3.45,0.756,0.244
,1746.773,UPRIGHT,0.6071,0.0000,1.0000,252.0,-21.1,0.000,0.000,0.287,3.45,0.567,0.244
,1746.778,UPRIGHT,0.6071,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.287,3.45,0.756,0.244
,1746.782,UPRIGHT,0.6071,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.287,3.45,0.756,0.244
,1746.789,UPRIGHT,0.6071,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.287,3.45,0.756,0.244
,1746.793,UPRIGHT,0.6071,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.287,3.44,0.756,0.244
,1746.804,UPRIGHT,0.6071,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.287,3.44,0.756,0.244
,1746.808,UPRIGHT,0.6071,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.287,3.44,0.756,0.244
,1746.813,UPRIGHT,0.6071,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.287,3.44,0.756,0.244
,1746.820,UPRIGHT,0.6071,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.287,3.44,0.756,0.244
,1746.825,UPRIGHT,0.5895,0.0000,1.0000,288.0,-23.3,0.000,0.000,0.287,3.44,0.390,0.244
,1746.829,UPRIGHT,0.5895,0.0000,1.0000,288.0,-23.3,0.000,0.000,0.286,3.44,0.757,0.243
,1746.833,UPRIGHT,0.5895,0.0000,1.0000,288.0,-23.3,0.000,0.000,0.286,3.44,0.757,0.243
,1746.838,UPRIGHT,0.5895,0.0000,1.0000,288.0,-23.3,0.000,0.000,0.286,3.44,0.757,0.243
,1746.842,UPRIGHT,0.5895,0.0000,1.0000,288.0,-23.3,0.000,0.000,0.286,3.43,0.757,0.243
,1746.846,UPRIGHT,0.5895,0.0000,1.0000,288.0,-23.3,0.000,0.000,0.286,3.43,0.757,0.243
,1746.851,UPRIGHT,0.5895,0.0000,1.0000,288.0,-23.3,0.000,0.000,0.286,3.43,0.757,0.243
,1746.855,UPRIGHT,0.5895,0.0000,1.0000,288.0,-23.3,0.000,0.000,0.286,3.43,0.757,0.243
,1746.859,UPRIGHT,0.5895,0.0000,1.0000,288.0,-23.3,0.000,0.000,0.286,3.43,0.757,0.243
,1746.864,UPRIGHT,0.5895,0.0000,1.0000,288.0,-23.3,0.000,0.000,0.286,3.43,0.757,0.243
,1746.868,UPRIGHT,0.5895,0.0000,1.0000,288.0,-18.9,0.000,0.000,0.286,3.43,0.757,0.243
,1746.873,UPRIGHT,0.5895,0.0000,1.0000,288.0,-18.9,0.000,0.000,0.286,3.43,0.757,0.243
,1746.877,UPRIGHT,0.5895,0.0000,1.0000,288.0,-18.9,0.000,0.000,0.286,3.43,0.757,0.243
,1746.881,UPRIGHT,0.5895,0.0000,1.0000,288.0,-18.9,0.000,0.000,0.286,3.43,0.757,0.243
,1746.898,UPRIGHT,0.5922,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.285,3.42,0.657,0.243
,1746.903,UPRIGHT,0.5922,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.285,3.42,0.758,0.242
,1746.907,UPRIGHT,0.5922,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.285,3.42,0.758,0.242
,1746.911,UPRIGHT,0.5922,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.285,3.42,0.758,0.242
,1746.915,UPRIGHT,0.5922,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.285,3.42,0.758,0.242
,1746.929,UPRIGHT,0.5922,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.285,3.42,0.758,0.242
,1746.934,UPRIGHT,0.5922,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.285,3.42,0.758,0.242
,1746.938,UPRIGHT,0.5922,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.285,3.42,0.758,0.242
,1746.942,UPRIGHT,0.5922,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.285,3.42,0.758,0.242
,1746.961,UPRIGHT,0.5922,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.284,3.41,0.758,0.242
,1746.968,UPRIGHT,0.5922,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.284,3.41,0.758,0.242
,1746.974,UPRIGHT,0.5922,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.284,3.41,0.759,0.241
,1746.978,UPRIGHT,0.5922,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.284,3.41,0.759,0.241
,1746.982,UPRIGHT,0.5922,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.284,3.41,0.759,0.241
,1746.986,UPRIGHT,0.5922,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.284,3.41,0.759,0.241
,1746.990,UPRIGHT,0.5922,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.284,3.41,0.759,0.241
,1746.995,UPRIGHT,0.5922,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.284,3.41,0.759,0.241
,1746.999,UPRIGHT,0.5922,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.284,3.40,0.759,0.241
,1747.008,UPRIGHT,0.6138,0.0000,1.0000,255.5,-18.9,0.000,0.000,0.284,3.40,0.363,0.241
,1747.012,UPRIGHT,0.6138,0.0000,1.0000,255.5,-18.9,0.000,0.000,0.283,3.40,0.759,0.241
,1747.016,UPRIGHT,0.6138,0.0000,1.0000,255.5,-18.9,0.000,0.000,0.283,3.40,0.759,0.241
,1747.023,UPRIGHT,0.6138,0.0000,1.0000,255.5,-18.9,0.000,0.000,0.283,3.40,0.759,0.241
,1747.028,UPRIGHT,0.6138,0.0000,1.0000,255.5,-18.9,0.000,0.000,0.283,3.40,0.759,0.241
,1747.039,UPRIGHT,0.6138,0.0000,1.0000,255.5,-18.9,0.000,0.000,0.283,3.40,0.759,0.241
,1747.043,UPRIGHT,0.6138,0.0000,1.0000,255.5,-18.9,0.000,0.000,0.283,3.40,0.759,0.241
,1747.047,UPRIGHT,0.6138,0.0000,1.0000,255.5,-18.9,0.000,0.000,0.283,3.39,0.760,0.240
,1747.051,UPRIGHT,0.6138,0.0000,1.0000,255.5,-18.9,0.000,0.000,0.283,3.39,0.760,0.240
,1747.070,UPRIGHT,0.6138,0.0000,1.0000,255.5,-18.9,0.000,0.000,0.283,3.39,0.760,0.240
,1747.075,UPRIGHT,0.6124,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.282,3.39,0.698,0.240
,1747.079,UPRIGHT,0.6124,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.282,3.39,0.760,0.240
,1747.086,UPRIGHT,0.6124,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.282,3.39,0.760,0.240
,1747.090,UPRIGHT,0.6124,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.282,3.39,0.760,0.240
,1747.102,UPRIGHT,0.6124,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.282,3.38,0.760,0.240
,1747.106,UPRIGHT,0.6124,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.282,3.38,0.760,0.240
,1747.111,UPRIGHT,0.6124,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.282,3.38,0.760,0.240
,1747.115,UPRIGHT,0.6124,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.282,3.38,0.760,0.240
,1747.133,UPRIGHT,0.6124,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.282,3.38,0.761,0.239
,1747.139,UPRIGHT,0.5970,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.281,3.38,0.554,0.239
,1747.144,UPRIGHT,0.5970,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.281,3.38,0.761,0.239
,1747.164,UPRIGHT,0.5970,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.281,3.37,0.761,0.239
,1747.170,UPRIGHT,0.5970,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.281,3.37,0.761,0.239
,1747.175,UPRIGHT,0.5970,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.281,3.37,0.761,0.239
,1747.195,UPRIGHT,0.5970,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.281,3.37,0.762,0.238
,1747.203,UPRIGHT,0.5970,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.280,3.37,0.762,0.238
,1747.208,UPRIGHT,0.5970,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.280,3.36,0.762,0.238
,1747.212,UPRIGHT,0.5970,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.280,3.36,0.762,0.238
,1747.217,UPRIGHT,0.5970,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.280,3.36,0.762,0.238
,1747.225,UPRIGHT,0.5970,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.280,3.36,0.762,0.238
,1747.229,UPRIGHT,0.5970,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.280,3.36,0.762,0.238
,1747.233,UPRIGHT,0.5970,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.280,3.36,0.762,0.238
,1747.237,UPRIGHT,0.5970,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.280,3.36,0.762,0.238
,1747.242,UPRIGHT,0.5970,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.280,3.36,0.762,0.238
,1747.246,UPRIGHT,0.5970,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.280,3.36,0.762,0.238
,1747.250,UPRIGHT,0.5970,0.0000,1.0000,252.0,-18.9,0.000,0.000,0.280,3.36,0.762,0.238
,1747.271,UPRIGHT,0.5855,0.0000,1.0000,235.6,-18.9,0.000,0.000,0.279,3.35,0.314,0.237
,1747.278,UPRIGHT,0.5855,0.0000,1.0000,235.6,-18.9,0.000,0.000,0.279,3.35,0.763,0.237
,1747.283,UPRIGHT,0.5855,0.0000,1.0000,235.6,-18.9,0.000,0.000,0.279,3.35,0.763,0.237
,1747.287,UPRIGHT,0.5855,0.0000,1.0000,235.6,-18.9,0.000,0.000,0.279,3.35,0.763,0.237
,1747.292,UPRIGHT,0.5855,0.0000,1.0000,235.6,-18.9,0.000,0.000,0.279,3.35,0.763,0.237
,1747.302,UPRIGHT,0.5855,0.0000,1.0000,235.6,-18.9,0.000,0.000,0.279,3.35,0.763,0.237
,1747.307,UPRIGHT,0.5855,0.0000,1.0000,235.6,-18.9,0.000,0.000,0.279,3.35,0.763,0.237
,1747.311,UPRIGHT,0.5855,0.0000,1.0000,235.6,-18.9,0.000,0.000,0.279,3.35,0.763,0.237
,1747.315,UPRIGHT,0.5855,0.0000,1.0000,235.6,-18.9,0.000,0.000,0.279,3.34,0.763,0.237
,1747.333,UPRIGHT,0.5979,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.278,3.34,0.584,0.237
,1747.338,UPRIGHT,0.5979,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.278,3.34,0.763,0.237
,1747.343,UPRIGHT,0.5979,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.278,3.34,0.763,0.237
,1747.347,UPRIGHT,0.5979,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.278,3.34,0.764,0.236
,1747.351,UPRIGHT,0.5979,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.278,3.34,0.764,0.236
,1747.356,UPRIGHT,0.5979,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.278,3.34,0.764,0.236
,1747.364,UPRIGHT,0.5979,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.278,3.34,0.764,0.236
,1747.368,UPRIGHT,0.5979,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.278,3.33,0.764,0.236
,1747.373,UPRIGHT,0.5979,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.278,3.33,0.764,0.236
,1747.377,UPRIGHT,0.5979,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.278,3.33,0.764,0.236
,1747.381,UPRIGHT,0.5825,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.278,3.33,0.523,0.236
,1747.396,UPRIGHT,0.5825,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.277,3.33,0.764,0.236
,1747.400,UPRIGHT,0.5825,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.277,3.33,0.764,0.236
,1747.404,UPRIGHT,0.5825,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.277,3.33,0.764,0.236
,1747.409,UPRIGHT,0.5825,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.277,3.33,0.764,0.236
,1747.426,UPRIGHT,0.5825,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.277,3.32,0.765,0.235
,1747.431,UPRIGHT,0.5825,0.0000,1.0000,283.5,-18.9,0.000,0.000,0.277,3.32,0.765,0.235
,1747.442,UPRIGHT,0.5957,0.0000,1.0000,279.1,-18.9,0.000,0.000,0.277,3.32,0.551,0.235
,1747.446,UPRIGHT,0.5957,0.0000,1.0000,279.1,-18.9,0.000,0.000,0.277,3.32,0.765,0.235
,1747.451,UPRIGHT,0.5957,0.0000,1.0000,279.1,-18.9,0.000,0.000,0.277,3.32,0.765,0.235
,1747.457,UPRIGHT,0.5957,0.0000,1.0000,279.1,-18.9,0.000,0.000,0.276,3.32,0.765,0.235
,1747.462,UPRIGHT,0.5957,0.0000,1.0000,279.1,-18.9,0.000,0.000,0.276,3.32,0.765,0.235
,1747.466,UPRIGHT,0.5957,0.0000,1.0000,279.1,-18.9,0.000,0.000,0.276,3.32,0.765,0.235
,1747.470,UPRIGHT,0.5957,0.0000,1.0000,279.1,-18.9,0.000,0.000,0.276,3.32,0.765,0.235
,1747.475,UPRIGHT,0.5957,0.0000,1.0000,279.1,-18.9,0.000,0.000,0.276,3.31,0.765,0.235
,1747.479,UPRIGHT,0.5957,0.0000,1.0000,279.1,-18.9,0.000,0.000,0.276,3.31,0.765,0.235
,1747.489,UPRIGHT,0.5957,0.0000,1.0000,279.1,-18.9,0.000,0.000,0.276,3.31,0.765,0.235
,1747.493,UPRIGHT,0.5957,0.0000,1.0000,279.1,-18.9,0.000,0.000,0.276,3.31,0.765,0.235
,1747.497,UPRIGHT,0.5957,0.0000,1.0000,279.1,-18.9,0.000,0.000,0.276,3.31,0.765,0.235
,1747.504,UPRIGHT,0.5957,0.0000,1.0000,279.1,-18.9,0.000,0.000,0.276,3.31,0.766,0.234
,1747.509,UPRIGHT,0.5957,0.0000,1.0000,279.1,-18.9,0.000,0.000,0.276,3.31,0.766,0.234
,1747.513,UPRIGHT,0.5957,0.0000,1.0000,279.1,-18.9,0.000,0.000,0.276,3.31,0.766,0.234
,1747.520,UPRIGHT,0.5957,0.0000,1.0000,279.1,-18.9,0.000,0.000,0.276,3.31,0.766,0.234
,1747.524,UPRIGHT,0.5957,0.0000,1.0000,279.1,-18.9,0.000,0.000,0.275,3.31,0.766,0.234
,1747.528,UPRIGHT,0.5957,0.0000,1.0000,279.1,-18.9,0.000,0.000,0.275,3.30,0.766,0.234
,1747.533,UPRIGHT,0.5957,0.0000,1.0000,279.1,-18.9,0.000,0.000,0.275,3.30,0.766,0.234
,1747.551,UPRIGHT,0.5957,0.0000,1.0000,279.1,-18.9,0.000,0.000,0.275,3.30,0.766,0.234
,1747.556,UPRIGHT,0.5957,0.0000,1.0000,279.1,-18.9,0.000,0.000,0.275,3.30,0.766,0.234
,1747.561,UPRIGHT,0.5957,0.0000,1.0000,279.1,-18.9,0.000,0.000,0.275,3.30,0.766,0.234
,1747.565,UPRIGHT,0.5957,0.0000,1.0000,279.1,-18.9,0.000,0.000,0.275,3.30,0.766,0.234
,1747.570,UPRIGHT,0.5873,0.0000,1.0000,279.1,-18.9,0.000,0.000,0.275,3.30,0.637,0.234
,1747.574,UPRIGHT,0.5873,0.0000,1.0000,279.1,-18.9,0.000,0.000,0.275,3.30,0.766,0.234
,1747.578,UPRIGHT,0.5873,0.0000,1.0000,279.1,-18.9,0.000,0.000,0.275,3.30,0.767,0.233
,1747.583,UPRIGHT,0.5873,0.0000,1.0000,279.1,-18.9,0.000,0.000,0.275,3.30,0.767,0.233
,1747.587,UPRIGHT,0.5873,0.0000,1.0000,279.1,-18.9,0.000,0.000,0.275,3.29,0.767,0.233
,1747.592,UPRIGHT,0.5873,0.0000,1.0000,279.1,-18.9,0.000,0.000,0.274,3.29,0.767,0.233
,1747.596,UPRIGHT,0.5873,0.0000,1.0000,279.1,-18.9,0.000,0.000,0.274,3.29,0.767,0.233
,1747.615,UPRIGHT,0.5873,0.0000,1.0000,279.1,-21.1,0.000,0.000,0.274,3.29,0.767,0.233
,1747.630,UPRIGHT,0.5855,0.0000,1.0000,279.1,-23.3,0.000,0.000,0.274,3.29,0.711,0.233
,1747.635,UPRIGHT,0.5855,0.0000,1.0000,279.1,-23.3,0.000,0.000,0.274,3.29,0.767,0.233
,1747.639,UPRIGHT,0.5855,0.0000,1.0000,279.1,-23.3,0.000,0.000,0.274,3.28,0.767,0.233
,1747.643,UPRIGHT,0.5855,0.0000,1.0000,279.1,-23.3,0.000,0.000,0.274,3.28,0.767,0.233
,1747.648,UPRIGHT,0.5855,0.0000,1.0000,279.1,-23.3,0.000,0.000,0.274,3.28,0.767,0.233
,1747.652,UPRIGHT,0.5855,0.0000,1.0000,279.1,-23.3,0.000,0.000,0.274,3.28,0.767,0.233
,1747.657,UPRIGHT,0.5855,0.0000,1.0000,279.1,-23.3,0.000,0.000,0.273,3.28,0.768,0.232
,1747.661,UPRIGHT,0.5855,0.0000,1.0000,279.1,-23.3,0.000,0.000,0.273,3.28,0.768,0.232
,1747.665,UPRIGHT,0.5855,0.0000,1.0000,279.1,-23.3,0.000,0.000,0.273,3.28,0.768,0.232
,1747.669,UPRIGHT,0.5855,0.0000,1.0000,279.1,-23.3,0.000,0.000,0.273,3.28,0.768,0.232
,1747.674,UPRIGHT,0.5855,0.0000,1.0000,279.1,-23.3,0.000,0.000,0.273,3.28,0.768,0.232
,1747.678,UPRIGHT,0.5855,0.0000,1.0000,279.1,-23.3,0.000,0.000,0.273,3.28,0.768,0.232
,1747.682,UPRIGHT,0.5855,0.0000,1.0000,279.1,-23.3,0.000,0.000,0.273,3.28,0.768,0.232
,1747.686,UPRIGHT,0.5855,0.0000,1.0000,279.1,-23.3,0.000,0.000,0.273,3.28,0.768,0.232
,1747.691,UPRIGHT,0.5855,0.0000,1.0000,279.1,-23.3,0.000,0.000,0.273,3.28,0.768,0.232
,1747.696,UPRIGHT,0.5855,0.0000,1.0000,283.5,-23.3,0.000,0.000,0.273,3.27,0.520,0.232
,1747.700,UPRIGHT,0.5855,0.0000,1.0000,283.5,-23.3,0.000,0.000,0.273,3.27,0.768,0.232
,1747.708,UPRIGHT,0.5855,0.0000,1.0000,283.5,-23.3,0.000,0.000,0.273,3.27,0.768,0.232
,1747.712,UPRIGHT,0.5855,0.0000,1.0000,283.5,-23.3,0.000,0.000,0.273,3.27,0.768,0.232
,1747.716,UPRIGHT,0.5855,0.0000,1.0000,283.5,-23.3,0.000,0.000,0.273,3.27,0.768,0.232
,1747.723,UPRIGHT,0.5855,0.0000,1.0000,283.5,-23.3,0.000,0.000,0.272,3.27,0.768,0.232
,1747.728,UPRIGHT,0.5855,0.0000,1.0000,283.5,-23.3,0.000,0.000,0.272,3.27,0.768,0.232
,1747.732,UPRIGHT,0.5855,0.0000,1.0000,283.5,-23.3,0.000,0.000,0.272,3.27,0.768,0.232
,1747.736,UPRIGHT,0.5855,0.0000,1.0000,283.5,-23.3,0.000,0.000,0.272,3.27,0.769,0.231
,1747.741,UPRIGHT,0.5855,0.0000,1.0000,283.5,-23.3,0.000,0.000,0.272,3.27,0.769,0.231
,1747.754,UPRIGHT,0.5855,0.0000,1.0000,283.5,-23.3,0.000,0.000,0.272,3.26,0.769,0.231
,1747.770,UPRIGHT,0.5855,0.0000,1.0000,283.5,-23.3,0.000,0.000,0.272,3.26,0.769,0.231
,1747.778,UPRIGHT,0.5855,0.0000,1.0000,283.5,-23.3,0.000,0.000,0.272,3.26,0.769,0.231
,1747.783,UPRIGHT,0.5855,0.0000,1.0000,283.5,-23.3,0.000,0.000,0.272,3.26,0.769,0.231
,1747.801,UPRIGHT,0.5855,0.0000,1.0000,283.5,-23.3,0.000,0.000,0.271,3.26,0.769,0.231
,1747.805,UPRIGHT,0.5855,0.0000,1.0000,283.5,-23.3,0.000,0.000,0.271,3.26,0.769,0.231
,1747.809,UPRIGHT,0.5855,0.0000,1.0000,283.5,-23.3,0.000,0.000,0.271,3.25,0.769,0.231
,1747.814,UPRIGHT,0.5855,0.0000,1.0000,283.5,-23.3,0.000,0.000,0.271,3.25,0.770,0.230
,1747.818,UPRIGHT,0.5917,0.0000,1.0000,283.5,-23.3,0.000,0.000,0.271,3.25,0.532,0.230
,1747.823,UPRIGHT,0.5917,0.0000,1.0000,283.5,-23.3,0.000,0.000,0.271,3.25,0.770,0.230
,1747.827,UPRIGHT,0.5917,0.0000,1.0000,283.5,-23.3,0.000,0.000,0.271,3.25,0.770,0.230
,1747.847,UPRIGHT,0.5917,0.0000,1.0000,283.5,-23.3,0.000,0.000,0.271,3.25,0.770,0.230
,1747.852,UPRIGHT,0.5917,0.0000,1.0000,283.5,-23.3,0.000,0.000,0.271,3.25,0.770,0.230
,1747.856,UPRIGHT,0.5917,0.0000,1.0000,283.5,-23.3,0.000,0.000,0.271,3.25,0.770,0.230
,1747.861,UPRIGHT,0.5917,0.0000,1.0000,283.5,-23.3,0.000,0.000,0.270,3.25,0.770,0.230
,1747.865,UPRIGHT,0.5917,0.0000,1.0000,283.5,-23.3,0.000,0.000,0.270,3.24,0.770,0.230
,1747.870,UPRIGHT,0.5917,0.0000,1.0000,283.5,-23.3,0.000,0.000,0.270,3.24,0.770,0.230
,1747.875,UPRIGHT,0.5917,0.0000,1.0000,283.5,-23.3,0.000,0.000,0.270,3.24,0.770,0.230
,1747.880,UPRIGHT,0.5772,0.0000,1.0000,279.1,-23.3,0.000,0.000,0.270,3.24,0.584,0.230
,1747.884,UPRIGHT,0.5772,0.0000,1.0000,279.1,-23.3,0.000,0.000,0.270,3.24,0.770,0.230
,1747.888,UPRIGHT,0.5772,0.0000,1.0000,279.1,-23.3,0.000,0.000,0.270,3.24,0.770,0.230
